country,year,age,sex,cases
FM,2004,65+,f,1
FM,2004,65+,m,1
FM,2004,,f,3
FM,2004,,m,0
FM,2006,0-4,f,0
FM,2006,0-4,m,7
FM,2006,15-24,f,23
FM,2006,15-24,m,21
FM,2006,25-34,f,5
FM,2006,25-34,m,3
FM,2006,35-44,f,7
FM,2006,35-44,m,6
FM,2006,45-54,f,4
FM,2006,45-54,m,8
FM,2006,May-14,f,5
FM,2006,May-14,m,7
FM,2006,55-64,f,6
FM,2006,55-64,m,6
FM,2006,65+,f,4
FM,2006,65+,m,1
FM,2006,,f,5
FM,2006,,m,14
FM,2007,15-24,f,11
FM,2007,15-24,m,8
FM,2007,25-34,f,6
FM,2007,25-34,m,5
FM,2007,35-44,f,2
FM,2007,35-44,m,4
FM,2007,45-54,f,2
FM,2007,45-54,m,0
FM,2007,55-64,f,2
FM,2007,55-64,m,1
FM,2007,65+,f,0
FM,2007,65+,m,0
FM,2007,,f,5
FM,2007,,m,1
FM,2008,0-4,f,1
FM,2008,0-4,m,1
FM,2008,15-24,f,10
FM,2008,15-24,m,9
FM,2008,25-34,f,2
FM,2008,25-34,m,3
FM,2008,35-44,f,5
FM,2008,35-44,m,1
FM,2008,45-54,f,1
FM,2008,45-54,m,3
FM,2008,May-14,f,0
FM,2008,May-14,m,0
FM,2008,55-64,f,0
FM,2008,55-64,m,1
FM,2008,65+,f,0
FM,2008,65+,m,0
FM,2008,,f,1
FM,2008,,f,0
FM,2008,,m,1
FM,2008,,m,0
FR,1995,15-24,f,138
FR,1995,15-24,m,156
FR,1995,25-34,f,226
FR,1995,25-34,m,431
FR,1995,35-44,f,176
FR,1995,35-44,m,502
FR,1995,45-54,f,90
FR,1995,45-54,m,414
FR,1995,55-64,f,92
FR,1995,55-64,m,297
FR,1995,65+,f,365
FR,1995,65+,m,496
FR,1995,,f,36
FR,1995,,m,30
FR,1996,15-24,f,124
FR,1996,15-24,m,124
FR,1996,25-34,f,195
FR,1996,25-34,m,335
FR,1996,35-44,f,131
FR,1996,35-44,m,413
FR,1996,45-54,f,79
FR,1996,45-54,m,351
FR,1996,55-64,f,82
FR,1996,55-64,m,248
FR,1996,65+,f,376
FR,1996,65+,m,475
FR,1996,,f,22
FR,1996,,m,36
FR,1997,15-24,f,117
FR,1997,15-24,m,113
FR,1997,25-34,f,166
FR,1997,25-34,m,288
FR,1997,35-44,f,115
FR,1997,35-44,m,362
FR,1997,45-54,f,80
FR,1997,45-54,m,271
FR,1997,55-64,f,57
FR,1997,55-64,m,194
FR,1997,65+,f,274
FR,1997,65+,m,343
FR,1997,,f,17
FR,1997,,m,24
FR,1999,15-24,f,110
FR,1999,15-24,m,147
FR,1999,25-34,f,145
FR,1999,25-34,m,267
FR,1999,35-44,f,120
FR,1999,35-44,m,310
FR,1999,45-54,f,80
FR,1999,45-54,m,276
FR,1999,55-64,f,60
FR,1999,55-64,m,157
FR,1999,65+,f,284
FR,1999,65+,m,318
FR,1999,,f,25
FR,1999,,m,13
FR,2000,15-24,f,108
FR,2000,15-24,m,136
FR,2000,25-34,f,127
FR,2000,25-34,m,248
FR,2000,35-44,f,89
FR,2000,35-44,m,247
FR,2000,45-54,f,46
FR,2000,45-54,m,211
FR,2000,55-64,f,43
FR,2000,55-64,m,125
FR,2000,65+,f,155
FR,2000,65+,m,244
FR,2000,,f,18
FR,2000,,m,10
FR,2001,15-24,f,131
FR,2001,15-24,m,124
FR,2001,25-34,f,132
FR,2001,25-34,m,230
FR,2001,35-44,f,102
FR,2001,35-44,m,260
FR,2001,45-54,f,63
FR,2001,45-54,m,205
FR,2001,55-64,f,40
FR,2001,55-64,m,119
FR,2001,65+,f,183
FR,2001,65+,m,211
FR,2001,,f,17
FR,2001,,m,10
FR,2002,15-24,f,106
FR,2002,15-24,m,138
FR,2002,25-34,f,127
FR,2002,25-34,m,265
FR,2002,35-44,f,90
FR,2002,35-44,m,223
FR,2002,45-54,f,56
FR,2002,45-54,m,219
FR,2002,55-64,f,33
FR,2002,55-64,m,119
FR,2002,65+,f,161
FR,2002,65+,m,180
FR,2002,,f,13
FR,2002,,m,24
FR,2003,15-24,f,114
FR,2003,15-24,m,129
FR,2003,25-34,f,129
FR,2003,25-34,m,249
FR,2003,35-44,f,79
FR,2003,35-44,m,223
FR,2003,45-54,f,44
FR,2003,45-54,m,190
FR,2003,55-64,f,32
FR,2003,55-64,m,127
FR,2003,65+,f,159
FR,2003,65+,m,210
FR,2003,,f,16
FR,2003,,m,18
FR,2004,15-24,f,96
FR,2004,15-24,m,109
FR,2004,25-34,f,116
FR,2004,25-34,m,222
FR,2004,35-44,f,82
FR,2004,35-44,m,220
FR,2004,45-54,f,53
FR,2004,45-54,m,200
FR,2004,55-64,f,34
FR,2004,55-64,m,138
FR,2004,65+,f,171
FR,2004,65+,m,216
FR,2004,,f,11
FR,2004,,m,13
FR,2005,0-4,f,5
FR,2005,0-4,m,7
FR,2005,15-24,f,104
FR,2005,15-24,m,127
FR,2005,25-34,f,134
FR,2005,25-34,m,212
FR,2005,35-44,f,82
FR,2005,35-44,m,222
FR,2005,45-54,f,56
FR,2005,45-54,m,196
FR,2005,May-14,f,11
FR,2005,May-14,m,5
FR,2005,55-64,f,38
FR,2005,55-64,m,134
FR,2005,65+,f,180
FR,2005,65+,m,205
FR,2005,,f,16
FR,2005,,f,0
FR,2005,,m,12
FR,2005,,m,0
FR,2006,0-4,f,4
FR,2006,0-4,m,8
FR,2006,15-24,f,112
FR,2006,15-24,m,137
FR,2006,25-34,f,158
FR,2006,25-34,m,214
FR,2006,35-44,f,91
FR,2006,35-44,m,238
FR,2006,45-54,f,67
FR,2006,45-54,m,209
FR,2006,May-14,f,11
FR,2006,May-14,m,9
FR,2006,55-64,f,44
FR,2006,55-64,m,153
FR,2006,65+,f,170
FR,2006,65+,m,278
FR,2006,,f,15
FR,2006,,f,0
FR,2006,,m,17
FR,2006,,m,0
FR,2007,0-4,f,6
FR,2007,0-4,m,8
FR,2007,15-24,f,127
FR,2007,15-24,m,120
FR,2007,25-34,f,167
FR,2007,25-34,m,225
FR,2007,35-44,f,91
FR,2007,35-44,m,196
FR,2007,45-54,f,56
FR,2007,45-54,m,219
FR,2007,May-14,f,14
FR,2007,May-14,m,9
FR,2007,55-64,f,61
FR,2007,55-64,m,156
FR,2007,65+,f,188
FR,2007,65+,m,273
FR,2007,,f,20
FR,2007,,f,0
FR,2007,,m,17
FR,2007,,m,0
FR,2008,0-4,f,1
FR,2008,0-4,m,5
FR,2008,15-24,f,57
FR,2008,15-24,m,73
FR,2008,25-34,f,96
FR,2008,25-34,m,136
FR,2008,35-44,f,71
FR,2008,35-44,m,161
FR,2008,45-54,f,50
FR,2008,45-54,m,134
FR,2008,May-14,f,7
FR,2008,May-14,m,5
FR,2008,55-64,f,38
FR,2008,55-64,m,110
FR,2008,65+,f,101
FR,2008,65+,m,175
FR,2008,,f,8
FR,2008,,f,0
FR,2008,,m,10
FR,2008,,m,1
GA,1995,15-24,f,47
GA,1995,15-24,m,45
GA,1995,25-34,f,54
GA,1995,25-34,m,74
GA,1995,35-44,f,28
GA,1995,35-44,m,80
GA,1995,45-54,f,25
GA,1995,45-54,m,54
GA,1995,55-64,f,19
GA,1995,55-64,m,30
GA,1995,65+,f,3
GA,1995,65+,m,15
GA,1995,,f,9
GA,1995,,m,3
GA,1996,15-24,f,33
GA,1996,15-24,m,28
GA,1996,25-34,f,26
GA,1996,25-34,m,44
GA,1996,35-44,f,19
GA,1996,35-44,m,40
GA,1996,45-54,f,11
GA,1996,45-54,m,22
GA,1996,55-64,f,4
GA,1996,55-64,m,11
GA,1996,65+,f,4
GA,1996,65+,m,2
GA,1996,,f,5
GA,1996,,m,0
GA,1998,15-24,f,97
GA,1998,15-24,m,93
GA,1998,25-34,f,85
GA,1998,25-34,m,159
GA,1998,35-44,f,67
GA,1998,35-44,m,129
GA,1998,45-54,f,32
GA,1998,45-54,m,76
GA,1998,55-64,f,30
GA,1998,55-64,m,43
GA,1998,65+,f,14
GA,1998,65+,m,32
GA,1998,,f,15
GA,1998,,m,14
GA,1999,15-24,f,97
GA,1999,15-24,m,98
GA,1999,25-34,f,110
GA,1999,25-34,m,158
GA,1999,35-44,f,67
GA,1999,35-44,m,129
GA,1999,45-54,f,32
GA,1999,45-54,m,76
GA,1999,55-64,f,30
GA,1999,55-64,m,43
GA,1999,65+,f,14
GA,1999,65+,m,32
GA,1999,,f,15
GA,1999,,m,14
GA,2001,15-24,f,127
GA,2001,15-24,m,137
GA,2001,25-34,f,139
GA,2001,25-34,m,205
GA,2001,35-44,f,73
GA,2001,35-44,m,147
GA,2001,45-54,f,34
GA,2001,45-54,m,73
GA,2001,55-64,f,21
GA,2001,55-64,m,60
GA,2001,65+,f,21
GA,2001,65+,m,46
GA,2001,,f,27
GA,2001,,m,21
GA,2002,15-24,f,125
GA,2002,15-24,m,137
GA,2002,25-34,f,140
GA,2002,25-34,m,173
GA,2002,35-44,f,71
GA,2002,35-44,m,148
GA,2002,45-54,f,32
GA,2002,45-54,m,63
GA,2002,55-64,f,21
GA,2002,55-64,m,27
GA,2002,65+,f,28
GA,2002,65+,m,40
GA,2002,,f,18
GA,2002,,m,10
GA,2003,15-24,f,138
GA,2003,15-24,m,165
GA,2003,25-34,f,144
GA,2003,25-34,m,225
GA,2003,35-44,f,107
GA,2003,35-44,m,149
GA,2003,45-54,f,51
GA,2003,45-54,m,103
GA,2003,55-64,f,33
GA,2003,55-64,m,48
GA,2003,65+,f,18
GA,2003,65+,m,22
GA,2003,,f,16
GA,2003,,m,14
GA,2004,15-24,f,173
GA,2004,15-24,m,197
GA,2004,25-34,f,141
GA,2004,25-34,m,289
GA,2004,35-44,f,80
GA,2004,35-44,m,143
GA,2004,45-54,f,37
GA,2004,45-54,m,83
GA,2004,55-64,f,24
GA,2004,55-64,m,47
GA,2004,65+,f,27
GA,2004,65+,m,50
GA,2004,,f,15
GA,2004,,m,17
GA,2005,15-24,f,128
GA,2005,15-24,m,123
GA,2005,25-34,f,123
GA,2005,25-34,m,199
GA,2005,35-44,f,88
GA,2005,35-44,m,140
GA,2005,45-54,f,29
GA,2005,45-54,m,70
GA,2005,55-64,f,29
GA,2005,55-64,m,38
GA,2005,65+,f,18
GA,2005,65+,m,25
GA,2005,,f,19
GA,2005,,m,13
GA,2006,15-24,f,160
GA,2006,15-24,m,157
GA,2006,25-34,f,123
GA,2006,25-34,m,207
GA,2006,35-44,f,79
GA,2006,35-44,m,148
GA,2006,45-54,f,39
GA,2006,45-54,m,89
GA,2006,55-64,f,20
GA,2006,55-64,m,40
GA,2006,65+,f,21
GA,2006,65+,m,23
GA,2006,,f,19
GA,2006,,m,20
GA,2008,0-4,f,1
GA,2008,0-4,m,1
GA,2008,15-24,f,209
GA,2008,15-24,m,209
GA,2008,25-34,f,158
GA,2008,25-34,m,297
GA,2008,35-44,f,93
GA,2008,35-44,m,196
GA,2008,45-54,f,59
GA,2008,45-54,m,104
GA,2008,May-14,f,28
GA,2008,May-14,m,13
GA,2008,55-64,f,32
GA,2008,55-64,m,45
GA,2008,65+,f,17
GA,2008,65+,m,39
GA,2008,,f,29
GA,2008,,m,14
GB,1997,15-24,f,67
GB,1997,15-24,m,68
GB,1997,25-34,f,64
GB,1997,25-34,m,87
GB,1997,35-44,f,43
GB,1997,35-44,m,90
GB,1997,45-54,f,34
GB,1997,45-54,m,84
GB,1997,55-64,f,24
GB,1997,55-64,m,60
GB,1997,65+,f,51
GB,1997,65+,m,107
GB,1997,,f,8
GB,1997,,m,2
GB,1998,15-24,f,105
GB,1998,15-24,m,103
GB,1998,25-34,f,103
GB,1998,25-34,m,164
GB,1998,35-44,f,71
GB,1998,35-44,m,141
GB,1998,45-54,f,44
GB,1998,45-54,m,108
GB,1998,55-64,f,39
GB,1998,55-64,m,105
GB,1998,65+,f,114
GB,1998,65+,m,225
GB,1998,,f,9
GB,1998,,m,11
GB,1999,15-24,f,55
GB,1999,15-24,m,68
GB,1999,25-34,f,80
GB,1999,25-34,m,93
GB,1999,35-44,f,60
GB,1999,35-44,m,68
GB,1999,45-54,f,29
GB,1999,45-54,m,53
GB,1999,55-64,f,30
GB,1999,55-64,m,51
GB,1999,65+,f,69
GB,1999,65+,m,126
GB,1999,,f,6
GB,1999,,m,8
GB,2000,15-24,f,95
GB,2000,15-24,m,86
GB,2000,25-34,f,114
GB,2000,25-34,m,130
GB,2000,35-44,f,60
GB,2000,35-44,m,96
GB,2000,45-54,f,31
GB,2000,45-54,m,87
GB,2000,55-64,f,31
GB,2000,55-64,m,75
GB,2000,65+,f,67
GB,2000,65+,m,138
GB,2000,,f,9
GB,2000,,m,8
GB,2001,15-24,f,74
GB,2001,15-24,m,99
GB,2001,25-34,f,104
GB,2001,25-34,m,135
GB,2001,35-44,f,57
GB,2001,35-44,m,105
GB,2001,45-54,f,54
GB,2001,45-54,m,96
GB,2001,55-64,f,38
GB,2001,55-64,m,81
GB,2001,65+,f,105
GB,2001,65+,m,117
GB,2001,,f,15
GB,2001,,m,10
GB,2002,15-24,f,82
GB,2002,15-24,m,94
GB,2002,25-34,f,131
GB,2002,25-34,m,142
GB,2002,35-44,f,66
GB,2002,35-44,m,132
GB,2002,45-54,f,44
GB,2002,45-54,m,98
GB,2002,55-64,f,33
GB,2002,55-64,m,90
GB,2002,65+,f,93
GB,2002,65+,m,153
GB,2002,,f,6
GB,2002,,m,6
GB,2003,15-24,f,108
GB,2003,15-24,m,101
GB,2003,25-34,f,148
GB,2003,25-34,m,182
GB,2003,35-44,f,88
GB,2003,35-44,m,128
GB,2003,45-54,f,47
GB,2003,45-54,m,81
GB,2003,55-64,f,17
GB,2003,55-64,m,59
GB,2003,65+,f,55
GB,2003,65+,m,92
GB,2003,,f,14
GB,2003,,m,13
GB,2004,15-24,f,126
GB,2004,15-24,m,118
GB,2004,25-34,f,176
GB,2004,25-34,m,203
GB,2004,35-44,f,85
GB,2004,35-44,m,148
GB,2004,45-54,f,47
GB,2004,45-54,m,103
GB,2004,55-64,f,33
GB,2004,55-64,m,85
GB,2004,65+,f,65
GB,2004,65+,m,94
GB,2004,,f,13
GB,2004,,m,10
GB,2005,0-4,f,0
GB,2005,0-4,m,4
GB,2005,15-24,f,115
GB,2005,15-24,m,135
GB,2005,25-34,f,163
GB,2005,25-34,m,200
GB,2005,35-44,f,80
GB,2005,35-44,m,166
GB,2005,45-54,f,39
GB,2005,45-54,m,95
GB,2005,May-14,f,14
GB,2005,May-14,m,5
GB,2005,55-64,f,28
GB,2005,55-64,m,95
GB,2005,65+,f,83
GB,2005,65+,m,124
GB,2005,,f,14
GB,2005,,f,1
GB,2005,,m,9
GB,2005,,m,0
GB,2006,0-4,f,2
GB,2006,0-4,m,3
GB,2006,15-24,f,168
GB,2006,15-24,m,173
GB,2006,25-34,f,192
GB,2006,25-34,m,244
GB,2006,35-44,f,112
GB,2006,35-44,m,213
GB,2006,45-54,f,60
GB,2006,45-54,m,148
GB,2006,May-14,f,20
GB,2006,May-14,m,6
GB,2006,55-64,f,42
GB,2006,55-64,m,88
GB,2006,65+,f,97
GB,2006,65+,m,191
GB,2006,,f,22
GB,2006,,f,0
GB,2006,,m,9
GB,2006,,m,0
GB,2007,0-4,f,1
GB,2007,0-4,m,2
GB,2007,15-24,f,145
GB,2007,15-24,m,183
GB,2007,25-34,f,222
GB,2007,25-34,m,286
GB,2007,35-44,f,91
GB,2007,35-44,m,223
GB,2007,45-54,f,58
GB,2007,45-54,m,169
GB,2007,May-14,f,19
GB,2007,May-14,m,11
GB,2007,55-64,f,45
GB,2007,55-64,m,97
GB,2007,65+,f,138
GB,2007,65+,m,202
GB,2007,,f,20
GB,2007,,f,2
GB,2007,,m,13
GB,2007,,m,1
GB,2008,0-4,f,4
GB,2008,0-4,m,1
GB,2008,15-24,f,134
GB,2008,15-24,m,125
GB,2008,25-34,f,181
GB,2008,25-34,m,188
GB,2008,35-44,f,90
GB,2008,35-44,m,155
GB,2008,45-54,f,27
GB,2008,45-54,m,111
GB,2008,May-14,f,12
GB,2008,May-14,m,4
GB,2008,55-64,f,28
GB,2008,55-64,m,61
GB,2008,65+,f,62
GB,2008,65+,m,99
GB,2008,,f,16
GB,2008,,f,0
GB,2008,,m,5
GB,2008,,m,0
GD,1997,15-24,f,1
GD,1997,15-24,m,0
GD,1997,25-34,f,0
GD,1997,25-34,m,1
GD,1997,35-44,f,0
GD,1997,35-44,m,0
GD,1997,45-54,f,0
GD,1997,45-54,m,0
GD,1997,55-64,f,0
GD,1997,55-64,m,0
GD,1997,65+,f,0
GD,1997,65+,m,0
GD,1997,,f,0
GD,1997,,m,0
GD,1998,15-24,m,1
GD,1998,25-34,m,0
GD,1998,35-44,m,1
GD,1998,45-54,m,0
GD,1998,55-64,m,0
GD,1998,65+,m,0
GD,1998,,m,0
GD,1999,15-24,f,0
GD,1999,15-24,m,0
GD,1999,25-34,f,0
GD,1999,25-34,m,1
GD,1999,35-44,f,0
GD,1999,35-44,m,0
GD,1999,45-54,f,0
GD,1999,45-54,m,0
GD,1999,55-64,f,0
GD,1999,55-64,m,1
GD,1999,65+,f,1
GD,1999,65+,m,0
GD,1999,,f,0
GD,1999,,m,0
GD,2003,45-54,m,1
GD,2003,55-64,f,1
GD,2004,65+,f,1
GD,2006,0-4,f,0
GD,2006,0-4,m,0
GD,2006,15-24,f,0
GD,2006,15-24,m,0
GD,2006,25-34,f,0
GD,2006,25-34,m,1
GD,2006,35-44,f,0
GD,2006,35-44,m,0
GD,2006,45-54,f,0
GD,2006,45-54,m,0
GD,2006,May-14,f,0
GD,2006,May-14,m,0
GD,2006,55-64,f,0
GD,2006,55-64,m,0
GD,2006,65+,f,0
GD,2006,65+,m,0
GD,2006,,f,0
GD,2006,,m,0
GD,2007,15-24,f,1
GD,2007,55-64,m,1
GD,2007,65+,m,1
GD,2008,15-24,m,1
GD,2008,35-44,m,1
GD,2008,45-54,m,2
GD,2008,65+,m,1
GE,1995,15-24,f,8
GE,1995,15-24,m,20
GE,1995,25-34,f,17
GE,1995,25-34,m,30
GE,1995,35-44,f,17
GE,1995,35-44,m,25
GE,1995,45-54,f,18
GE,1995,45-54,m,40
GE,1995,55-64,f,7
GE,1995,55-64,m,18
GE,1995,65+,f,5
GE,1995,65+,m,12
GE,1995,,f,2
GE,1995,,m,2
GE,1996,15-24,f,13
GE,1996,15-24,m,27
GE,1996,25-34,f,28
GE,1996,25-34,m,82
GE,1996,35-44,f,36
GE,1996,35-44,m,93
GE,1996,45-54,f,23
GE,1996,45-54,m,76
GE,1996,55-64,f,27
GE,1996,55-64,m,38
GE,1996,65+,f,11
GE,1996,65+,m,16
GE,1996,,f,1
GE,1996,,m,4
GE,1997,15-24,f,38
GE,1997,15-24,m,75
GE,1997,25-34,f,46
GE,1997,25-34,m,97
GE,1997,35-44,f,40
GE,1997,35-44,m,91
GE,1997,45-54,f,36
GE,1997,45-54,m,67
GE,1997,55-64,f,19
GE,1997,55-64,m,58
GE,1997,65+,f,12
GE,1997,65+,m,16
GE,1997,,f,0
GE,1997,,m,0
GE,1998,15-24,f,41
GE,1998,15-24,m,64
GE,1998,25-34,f,52
GE,1998,25-34,m,91
GE,1998,35-44,f,25
GE,1998,35-44,m,99
GE,1998,45-54,f,14
GE,1998,45-54,m,58
GE,1998,55-64,f,17
GE,1998,55-64,m,52
GE,1998,65+,f,7
GE,1998,65+,m,19
GE,1998,,f,4
GE,1998,,m,4
GE,1999,15-24,f,27
GE,1999,15-24,m,135
GE,1999,25-34,f,40
GE,1999,25-34,m,176
GE,1999,35-44,f,26
GE,1999,35-44,m,151
GE,1999,45-54,f,10
GE,1999,45-54,m,77
GE,1999,55-64,f,10
GE,1999,55-64,m,55
GE,1999,65+,f,8
GE,1999,65+,m,23
GE,1999,,f,3
GE,1999,,m,5
GE,2000,15-24,f,49
GE,2000,15-24,m,76
GE,2000,25-34,f,37
GE,2000,25-34,m,111
GE,2000,35-44,f,33
GE,2000,35-44,m,113
GE,2000,45-54,f,17
GE,2000,45-54,m,63
GE,2000,55-64,f,10
GE,2000,55-64,m,45
GE,2000,65+,f,5
GE,2000,65+,m,28
GE,2000,,f,1
GE,2000,,m,4
GE,2001,15-24,f,63
GE,2001,15-24,m,142
GE,2001,25-34,f,63
GE,2001,25-34,m,233
GE,2001,35-44,f,37
GE,2001,35-44,m,199
GE,2001,45-54,f,22
GE,2001,45-54,m,117
GE,2001,55-64,f,18
GE,2001,55-64,m,46
GE,2001,65+,f,22
GE,2001,65+,m,46
GE,2001,,f,2
GE,2001,,m,4
GE,2002,15-24,f,54
GE,2002,15-24,m,155
GE,2002,25-34,f,68
GE,2002,25-34,m,197
GE,2002,35-44,f,39
GE,2002,35-44,m,181
GE,2002,45-54,f,31
GE,2002,45-54,m,119
GE,2002,55-64,f,20
GE,2002,55-64,m,54
GE,2002,65+,f,18
GE,2002,65+,m,42
GE,2002,,f,5
GE,2002,,m,1
GE,2003,15-24,f,65
GE,2003,15-24,m,112
GE,2003,25-34,f,59
GE,2003,25-34,m,220
GE,2003,35-44,f,56
GE,2003,35-44,m,185
GE,2003,45-54,f,19
GE,2003,45-54,m,111
GE,2003,55-64,f,23
GE,2003,55-64,m,65
GE,2003,65+,f,17
GE,2003,65+,m,53
GE,2003,,f,1
GE,2003,,m,1
GE,2004,15-24,f,87
GE,2004,15-24,m,157
GE,2004,25-34,f,81
GE,2004,25-34,m,292
GE,2004,35-44,f,52
GE,2004,35-44,m,226
GE,2004,45-54,f,32
GE,2004,45-54,m,177
GE,2004,55-64,f,26
GE,2004,55-64,m,80
GE,2004,65+,f,29
GE,2004,65+,m,66
GE,2004,,f,3
GE,2004,,m,3
GE,2005,0-4,f,0
GE,2005,0-4,m,0
GE,2005,15-24,f,109
GE,2005,15-24,m,226
GE,2005,25-34,f,105
GE,2005,25-34,m,272
GE,2005,35-44,f,58
GE,2005,35-44,m,268
GE,2005,45-54,f,46
GE,2005,45-54,m,207
GE,2005,May-14,f,4
GE,2005,May-14,m,0
GE,2005,55-64,f,17
GE,2005,55-64,m,76
GE,2005,65+,f,47
GE,2005,65+,m,60
GE,2005,,f,4
GE,2005,,m,0
GE,2006,0-4,f,0
GE,2006,0-4,m,0
GE,2006,15-24,f,115
GE,2006,15-24,m,315
GE,2006,25-34,f,110
GE,2006,25-34,m,392
GE,2006,35-44,f,71
GE,2006,35-44,m,300
GE,2006,45-54,f,60
GE,2006,45-54,m,241
GE,2006,May-14,f,5
GE,2006,May-14,m,3
GE,2006,55-64,f,26
GE,2006,55-64,m,86
GE,2006,65+,f,34
GE,2006,65+,m,72
GE,2006,,f,5
GE,2006,,f,1
GE,2006,,m,3
GE,2006,,m,0
GE,2007,0-4,f,2
GE,2007,0-4,m,6
GE,2007,15-24,f,153
GE,2007,15-24,m,277
GE,2007,25-34,f,140
GE,2007,25-34,m,388
GE,2007,35-44,f,67
GE,2007,35-44,m,308
GE,2007,45-54,f,54
GE,2007,45-54,m,230
GE,2007,May-14,f,4
GE,2007,May-14,m,1
GE,2007,55-64,f,17
GE,2007,55-64,m,96
GE,2007,65+,f,46
GE,2007,65+,m,75
GE,2007,,f,6
GE,2007,,f,0
GE,2007,,m,7
GE,2007,,m,1
GE,2008,0-4,f,25
GE,2008,0-4,m,39
GE,2008,15-24,f,396
GE,2008,15-24,m,710
GE,2008,25-34,f,374
GE,2008,25-34,m,974
GE,2008,35-44,f,252
GE,2008,35-44,m,906
GE,2008,45-54,f,171
GE,2008,45-54,m,739
GE,2008,May-14,f,83
GE,2008,May-14,m,122
GE,2008,55-64,f,109
GE,2008,55-64,m,427
GE,2008,65+,f,160
GE,2008,65+,m,347
GE,2008,,f,108
GE,2008,,f,0
GE,2008,,m,161
GE,2008,,m,0
GH,1995,15-24,f,199
GH,1995,15-24,m,223
GH,1995,25-34,f,272
GH,1995,25-34,m,397
GH,1995,35-44,f,205
GH,1995,35-44,m,398
GH,1995,45-54,f,122
GH,1995,45-54,m,302
GH,1995,55-64,f,88
GH,1995,55-64,m,190
GH,1995,65+,f,48
GH,1995,65+,m,112
GH,1995,,f,40
GH,1995,,m,42
GH,1996,15-24,f,177
GH,1996,15-24,m,216
GH,1996,25-34,f,260
GH,1996,25-34,m,345
GH,1996,35-44,f,200
GH,1996,35-44,m,368
GH,1996,45-54,f,110
GH,1996,45-54,m,255
GH,1996,55-64,f,64
GH,1996,55-64,m,165
GH,1996,65+,f,43
GH,1996,65+,m,157
GH,1996,,f,32
GH,1996,,m,30
GH,1997,15-24,f,363
GH,1997,15-24,m,406
GH,1997,25-34,f,651
GH,1997,25-34,m,941
GH,1997,35-44,f,418
GH,1997,35-44,m,781
GH,1997,45-54,f,276
GH,1997,45-54,m,623
GH,1997,55-64,f,188
GH,1997,55-64,m,367
GH,1997,65+,f,121
GH,1997,65+,m,294
GH,1997,,f,90
GH,1997,,m,77
GH,1998,15-24,f,483
GH,1998,15-24,m,553
GH,1998,25-34,f,758
GH,1998,25-34,m,1009
GH,1998,35-44,f,493
GH,1998,35-44,m,913
GH,1998,45-54,f,366
GH,1998,45-54,m,775
GH,1998,55-64,f,248
GH,1998,55-64,m,509
GH,1998,65+,f,243
GH,1998,65+,m,487
GH,1998,,f,85
GH,1998,,m,83
GH,1999,15-24,f,491
GH,1999,15-24,m,586
GH,1999,25-34,f,753
GH,1999,25-34,m,1132
GH,1999,35-44,f,492
GH,1999,35-44,m,1008
GH,1999,45-54,f,302
GH,1999,45-54,m,767
GH,1999,55-64,f,192
GH,1999,55-64,m,389
GH,1999,65+,f,180
GH,1999,65+,m,389
GH,1999,,f,80
GH,1999,,m,64
GH,2000,15-24,f,456
GH,2000,15-24,m,550
GH,2000,25-34,f,791
GH,2000,25-34,m,1266
GH,2000,35-44,f,566
GH,2000,35-44,m,1115
GH,2000,45-54,f,338
GH,2000,45-54,m,811
GH,2000,55-64,f,179
GH,2000,55-64,m,495
GH,2000,65+,f,176
GH,2000,65+,m,426
GH,2000,,f,74
GH,2000,,m,73
GH,2001,15-24,f,515
GH,2001,15-24,m,587
GH,2001,25-34,f,814
GH,2001,25-34,m,1223
GH,2001,35-44,f,623
GH,2001,35-44,m,1144
GH,2001,45-54,f,370
GH,2001,45-54,m,857
GH,2001,55-64,f,209
GH,2001,55-64,m,471
GH,2001,65+,f,227
GH,2001,65+,m,460
GH,2001,,f,128
GH,2001,,m,84
GH,2002,15-24,f,489
GH,2002,15-24,m,535
GH,2002,25-34,f,806
GH,2002,25-34,m,1245
GH,2002,35-44,f,592
GH,2002,35-44,m,1282
GH,2002,45-54,f,325
GH,2002,45-54,m,883
GH,2002,55-64,f,223
GH,2002,55-64,m,507
GH,2002,65+,f,238
GH,2002,65+,m,429
GH,2002,,f,98
GH,2002,,m,80
GH,2003,15-24,f,487
GH,2003,15-24,m,579
GH,2003,25-34,f,744
GH,2003,25-34,m,1265
GH,2003,35-44,f,586
GH,2003,35-44,m,1234
GH,2003,45-54,f,380
GH,2003,45-54,m,924
GH,2003,55-64,f,200
GH,2003,55-64,m,509
GH,2003,65+,f,203
GH,2003,65+,m,441
GH,2003,,f,83
GH,2003,,m,79
GH,2004,15-24,f,454
GH,2004,15-24,m,532
GH,2004,25-34,f,701
GH,2004,25-34,m,1246
GH,2004,35-44,f,518
GH,2004,35-44,m,1250
GH,2004,45-54,f,303
GH,2004,45-54,m,854
GH,2004,55-64,f,202
GH,2004,55-64,m,472
GH,2004,65+,f,191
GH,2004,65+,m,413
GH,2004,,f,69
GH,2004,,m,54
GH,2005,15-24,f,450
GH,2005,15-24,m,592
GH,2005,25-34,f,693
GH,2005,25-34,m,1201
GH,2005,35-44,f,527
GH,2005,35-44,m,1311
GH,2005,45-54,f,366
GH,2005,45-54,m,944
GH,2005,55-64,f,207
